lemma,Norval_frame,UD_frame,example,theta1,theta2,theta3,theta4
overbevise-om,trObl-oblINTERR,nsubj-obj-advcl,tallene overbeviser oss om hvilken fremgangsmåten som er riktig,stimulus,experiencer,topic,
overbevise-om,trObl-oblN,nsubj-obj-obl,de overbeviser politikerne om fremgangsmåten,stimulus,experiencer,topic,
overbevise-om,trObl-oblN,nsubj-obj-obl,forholdene overbeviser politikerne om fremgangsmåten,stimulus,experiencer,topic,
overbevise-om,trObl-obRefl-oblDECL,nsubj-obj-advcl,hun overbeviser seg om at vi kommer,agent,null-role,topic,
overbevise-om,trObl-obRefl-oblEqObInf,nsubj-obj-advcl,hun overbeviser seg om å prøve igjen,agent,null-role,topic,
overbevise-om,trObl-obRefl-oblINTERR,nsubj-obj-advcl,hun overbeviser seg om hva som er riktig,agent,null-role,topic,
overbevise-om,trObl-obRefl-oblN,nsubj-obj-obl,hun overbeviser seg om riktigheten,agent,null-role,topic,
overbevise-om,trObl-suDECL,csubj-obj-obl,at dødstallene går ned overbeviser oss om denne fremgangsmåten,stimulus,experiencer,topic,
overbevise-om,trObl-suDECL-oblDECL,csubj-obj-advmod,at dødstallene går ned overbeviser oss om at denne fremgangsmåten er riktig,stimulus,experiencer,topic,
overbevise-om,trObl-suDECL-oblINTERR,csubj-obj-advmod,at dødstallene går ned overbeviser oss om hvilken fremgangsmåten som er riktig,stimulus,experiencer,topic,
overbevise,tr,nsubj-obj,forholdene overbeviser politikerne,stimulus,experiencer,,
overbevise,tr,nsubj-obj,lobbyistene overbeviser politikerne,agent,patient,,
overbevise,tr-obRefl,nsubj-obj,hun overbeviser seg,agent,null-role,,
overbevæpne,tr,nsubj-obj,de overbevæpner styrkene,agent,recipient,,
overblande,tr,nsubj-obj,de overblander cocktailene,agent,patient,,
overbooke,tr,nsubj-obj,de overbooker flyene,agent,theme,,
overbringe,ditr,nsubj-iobj-obj,de overbringer deg et brev,agent,recipient,theme,
overbringe-til,trObl-oblN,nsubj-obj-obl,vi overbringer hilsenen til henne,agent,theme,recipient,
overbringe,tr,nsubj-obj,de overbringer nyhetene,agent,theme,,
overbrodere,tr,nsubj-obj,de overbroderer gardinene,agent,destination,,
overby,tr,nsubj-obj,de overbyr aksjonærene,agent,co-agent,,
overdimensjonere,tr,nsubj-obj,de overdimensjonerer planene,agent,theme,,
overdosere,intr,nsubj,legene overdoserer,agent,,,
overdramatisere,tr,nsubj-obj,journalistene overdramatiserer hendelsen,agent,theme,,
overdra-til,trObl-oblN,nsubj-obj-obl,vi overdrar rettighetene til kommunen,agent,theme,recipient,
overdra,tr,nsubj-obj,de overdrar rettighetene,agent,theme,,
overdrive,intr,nsubj,journalistene overdriver,agent,,,
overdrive,tr,nsubj-obj,journalistene overdriver viktigheten,agent,theme,,
overdynge-med,trObl-oblN,nsubj-obj-obl,vi overdynger dem med klager,agent,destination,theme,
overdynge,tr,nsubj-obj,de overdynger avfallsplassen,agent,destination,,
overdøve,tr,nsubj-obj,de overdøver samtalen,agent,patient,,
overdøve,tr,nsubj-obj,kanonene overdøver samtalen,cause,patient,,
overeksponere,tr,nsubj-obj,fotografen overeksponerer motivet,agent,theme,,
overeksponere,tr-obRefl,nsubj-obj,hun overeksponerer seg,agent,theme,,
